marca_temporal,modalidad,trabajo,tipo_de_trabajo,devops,codificar_por_trabajo,experiencia_en_ti,experiencia_en_codificación_,primera_línea_de_código_en_una_máquina,educación,carreras_o_especialidades,importancia_educación_formal,género,edad_actual_,salario_mensual,programación_scripting_y_lenguajes_de_marcado,librerías_o_web_frameworks,otras_frameworks_librerías_y_herramientas,base_de_datos,plataformas,lenguaje_favorito,lenguaje_más_odiado,framework_favorito,framework_más_odiado,herramientas
2021/03/08 2:22:05 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack,,Sí,5-9,5-9,<10,Ed. Universitaria,Programación;Análisis de Sistemas,BASTANTE,HOMBRE,25-29,7.000.000 a 9.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Java;Kotlin;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift;Dart,Angular;Angular.js;JQuery;Vue.js;Spring;Django;CodeIgniter,Pandas;TensorFlow;Flutter;Keras;Cordova;Xamarin,MySQL;PostgreSQL;Microsoft SQL Server;Redis;Oracle;Firebase,GNU/Linux;MacOS;Docker;AWS;iOS;Kubernetes,Java,,Spring,,GitHub;Slack;GitLab;Jira;Confluence
2021/03/08 2:26:55 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Project Lead,Sys Admin,Sí,15-19,10-14,14-15,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,35-39,12.000.000 a 15.000.000 Gs.,JavaScript;TypeScript;Python;Java;HTML/CSS;SQL;Bash/Shell/PowerShell,React.js;JQuery;Django,Pandas;TensorFlow;Keras,MySQL;PostgreSQL;SQLite;Redis;Oracle,GNU/Linux;Microsoft Windows,Python,,Django,Angular,GitHub;GitLab;Jira;Google Suite
2021/03/08 2:38:28 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack,,Sí,10-14,5-9,,Ed. Universitaria,Ing. Informática,CRITICO,HOMBRE,30-34,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Python;Java;C;HTML/CSS;SQL;Bash/Shell/PowerShell;Assembly,Angular;Angular.js;JQuery;Spring;Django,Node.js;TensorFlow;Flutter;Cordova,MySQL;PostgreSQL;Microsoft SQL Server;Oracle,GNU/Linux;Microsoft Windows;Docker;AWS;WordPress,Java,Genexus,Angular,JQuery,GitHub;Slack;GitLab;Jira;Google Suite;Trello
2021/03/08 2:41:45 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales,,Sí,10-14,10-14,12-13,Ed. Universitaria,Programación;Análisis de Sistemas;Diseño Gráfico,MUY,MUJER,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;Python;Java;C;C++;HTML/CSS;SQL;Oracle form,Angular.js;JQuery,Node.js,MySQL;PostgreSQL;Oracle,GNU/Linux;Microsoft Windows,Java,,,,GitLab;Jira;Confluence;Microsoft Team
2021/03/08 4:50:11 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;DB Admin,Sys Admin;Educador,Sí,5-9,5-9,12-13,Ed. Universitaria,Programación;Ing. Informática,BASTANTE,MUJER,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;PHP;Java;C#;HTML/CSS;SQL,ASP.NET;Laravel,Node.js;.NET,MySQL;PostgreSQL;Microsoft SQL Server,Microsoft Windows,PHP,Java,Laravel,Spring,GitHub;GitLab;Trello
2021/03/08 6:33:11 p. m. GMT-3,Remoto,Ambas,Dev full-stack,,Sí,<5,<5,<10,Ed. Secundaria,Ing. Informática,+ || -,MUJER,20-24,3.500.000 a 5.000.000 Gs.,JavaScript;PHP;Python;Java;C;C++;HTML/CSS;SQL,JQuery;Django,,MySQL;MariaDB,Microsoft Windows;MacOS,PHP,Java,JQuery,Angular.js,GitHub;Slack;GitLab;Jira;Google Suite;Confluence
2021/03/08 7:41:09 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Dev mobile;Aps de escritorio o empresariales,,Sí,5-9,<5,20-21,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Análisis de Sistemas,+ || -,HOMBRE,30-34,3.500.000 a 5.000.000 Gs.,JavaScript;Java;C#;HTML/CSS;SQL;Bash/Shell/PowerShell;Genexus,JQuery;Vue.js;Laravel,Flutter;Xamarin,MySQL;PostgreSQL;Microsoft SQL Server;SQLite,GNU/Linux;Microsoft Windows;MacOS;AWS;Android;Google Cloud Platform;iOS,Genexus,COBOL,Vue.js,CakePHP,GitHub;GitLab;Google Suite;Microsoft Team;Trello;Discord
2021/03/08 8:25:28 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev full-stack,,Sí,<5,<5,12-13,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,Python;Java;HTML/CSS;SQL,JQuery;Spring,Pandas;TensorFlow;Hadoop,Microsoft SQL Server,GNU/Linux;Microsoft Windows,Python,C,Spring,,Slack;GitLab
2021/03/08 10:43:26 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev back-end,Sys Admin,Sí,5-9,5-9,12-13,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Programación;Análisis de Sistemas,+ || -,HOMBRE,25-29,7.000.000 a 9.000.000 Gs.,JavaScript;Python;Java;HTML/CSS;Genexus,JQuery;Spring;Django,Node.js,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle,GNU/Linux;Microsoft Windows;MacOS,Java,Fox Pro,Spring,JQuery,GitHub;Slack;GitLab;Jira;Confluence;Microsoft Team;Trello;Discord
2021/03/09 8:49:34 a. m. GMT-3,Remoto,Internacional,Project Lead,,Sí,10-14,5-9,10-11,Ed. Universitaria;Master,Análisis de Sistemas,CRITICO,MUJER,30-34,> 27.000.000 Gs.,JavaScript;TypeScript;Python;Java;HTML/CSS;SQL;Scala,React.js;Angular;Express;Spring;Django,Node.js;Flutter,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Redis;Oracle,GNU/Linux;Microsoft Windows;MacOS;Docker,TypeScript,PHP,React.js,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Team
2021/03/09 10:39:39 a. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end,Data Scientist ML Specialist,Sí,5-9,5-9,12-13,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;Python;C#;HTML/CSS;SQL,React.js;Django;Flask,Pandas,MariaDB;PostgreSQL;MongoDB;Oracle,GNU/Linux;Microsoft Windows,Python,,Flask,,Microsoft Team
2021/03/09 10:50:53 a. m. GMT-3,Remoto,Ambas,Dev full-stack,Data Scientist ML Specialist,Sí,10-14,10-14,10-11,Ed. Universitaria,Análisis de Sistemas,NO,NO COMPARTO,30-34,12.000.000 a 15.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Ruby;Java;Kotlin;C#;HTML/CSS,React.js;ASP.NET;ASP.NET Core,Node.js;.NET;NET Core;Xamarin,MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle,GNU/Linux;Microsoft Windows;Docker;AWS,C#,C++,ASP.NET Core,Spring,GitHub;Slack;GitLab;Google Suite;Microsoft Team;Microsoft Azure;Discord
2021/03/09 11:34:54 a. m. GMT-3,Remoto,Nacional (Paraguay),Aps de escritorio o empresariales,Sys Admin,Sí,15-19,5-9,<10,Ed. Universitaria,Análisis de Sistemas,BASTANTE,MUJER,40-44,2.192.839 gs a 3.500.000 Gs.,PHP;C#;SQL;VBA,ASP.NET;Laravel,.NET,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server,Microsoft Windows,SQL,Java,ASP.NET,,Jira;Google Suite;Trello
2021/03/09 2:33:25 p. m. GMT-3,Presencial,Nacional (Paraguay),Project Lead,,Sí,10-14,5-9,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Análisis de Sistemas;Ing. Informática;Diseño Gráfico,BASTANTE,HOMBRE,35-39,12.000.000 a 15.000.000 Gs.,JavaScript;PHP;Python;Java;C;HTML/CSS;SQL;Bash/Shell/PowerShell;Assembly;Swift,Angular;Angular.js;Django,Pandas;TensorFlow,MySQL;MariaDB;PostgreSQL,GNU/Linux;Microsoft Windows;MacOS;Docker;Raspberry Pi;WordPress;iOS;Kubernetes,Python,,Django,,GitHub;Slack;GitLab;Google Suite;Microsoft Team;Trello
2021/03/09 9:31:18 p. m. GMT-3,Hibrído,Nacional (Paraguay),QA o testing,,Sí,15-19,<5,14-15,Ed. Universitaria,Otras,MUY,MUJER,35-39,9.000.000 a 12.000.000 Gs.,Genexus,,,IBM DB2,Microsoft Windows,Genexus,Oracle form,,,Slack;Jira;Confluence;Microsoft Team
2021/03/10 2:50:27 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end,,No,5-9,<5,14-15,Ed. Universitaria,Programación;Análisis de Sistemas,BASTANTE,MUJER,25-29,2.192.839 Gs.,JavaScript;TypeScript;PHP;Java;C;HTML/CSS;SQL;Genexus,Angular;Angular.js;Spring,Node.js,MySQL;PostgreSQL;Microsoft SQL Server,GNU/Linux;Microsoft Windows,HTML/CSS,JavaScript,Spring,Angular,GitHub;Trello;Discord
2021/03/10 8:47:52 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev mobile,,Sí,<5,<5,<10,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,20-24,2.192.839 gs a 3.500.000 Gs.,JavaScript;TypeScript;Python;C;C++;Dart,Angular;Django,Flutter,MySQL,GNU/Linux;Docker,Dart,HTML/CSS,Django,JQuery,GitHub;GitLab
2021/03/10 10:13:49 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack,,Sí,10-14,10-14,14-15,Ed. Universitaria,Programación,+ || -,HOMBRE,35-39,5.000.000 a 7.000.000 Gs.,PHP;Python;Java,JQuery;Laravel,Pandas;Flutter,MySQL;Microsoft SQL Server,Microsoft Windows;MacOS;AWS,PHP,,Laravel,,GitHub;Slack;Google Suite;Trello
2021/03/11 9:58:18 a. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,Sys Admin,Sí,<5,<5,10-11,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,30-34,2.192.839 gs a 3.500.000 Gs.,JavaScript;PHP;HTML/CSS;SQL;Bash/Shell/PowerShell,React.js;JQuery;Laravel,,MySQL;PostgreSQL;Microsoft SQL Server,GNU/Linux;Microsoft Windows;AWS;Heroku,PHP,,React.js,,GitHub;Google Suite
2021/03/11 10:00:13 a. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Dev de sistemas embebidos;Aps de escritorio o empresariales,Diseñador,Sí,5-9,5-9,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Ing. Informática,NO,HOMBRE,25-29,3.500.000 a 5.000.000 Gs.,JavaScript;TypeScript;Python;C#;Go;HTML/CSS;SQL,JQuery;ASP.NET;Express;ASP.NET Core;Vue.js,Node.js;.NET;NET Core,MySQL;PostgreSQL;Microsoft SQL Server;MongoDB,GNU/Linux;Microsoft Windows;Microsoft Azure,JavaScript,Java,Vue.js,Spring,GitHub;GitLab;Microsoft Team;Microsoft Azure;Discord
2021/03/11 10:21:52 a. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack,,Sí,10-14,10-14,14-15,Master,Ing. Informática,MUY,MUJER,30-34,9.000.000 a 12.000.000 Gs.,Java;C#;SQL,ASP.NET;ASP.NET Core,.NET;NET Core,Oracle,Microsoft Windows;Android,C#,Genexus,ASP.NET,React.js,GitHub;Jira;Microsoft Team
2021/03/11 10:37:49 a. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack,,Sí,5-9,5-9,12-13,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;C#;HTML/CSS;SQL,React.js;JQuery;ASP.NET;ASP.NET Core,.NET;NET Core,MySQL;PostgreSQL;Microsoft SQL Server;Oracle,Microsoft Windows,C#,,ASP.NET,,GitHub;Slack;GitLab;Microsoft Team;Microsoft Azure;Trello
2021/03/11 10:41:04 a. m. GMT-3,Presencial,Nacional (Paraguay),Dev de sistemas embebidos;Aps de escritorio o empresariales,Educador,Sí,15-19,15-19,16-17,Ed. Universitaria;Autodidacta,Programación;Ing. Informática,MUY,HOMBRE,35-39,12.000.000 a 15.000.000 Gs.,C#;SQL;Dart,ASP.NET Core,Flutter;Xamarin,MySQL;Microsoft SQL Server,GNU/Linux;Microsoft Windows;Microsoft Azure;WordPress,C#,PHP,ASP.NET Core,Laravel,GitHub;Microsoft Team;Microsoft Azure
2021/03/11 10:44:04 a. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack,,Sí,5-9,5-9,<10,Ed. Universitaria,Análisis de Sistemas,MUY,MUJER,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;C#;HTML/CSS;SQL,ASP.NET;ASP.NET Core,.NET;NET Core,MySQL;Microsoft SQL Server,Microsoft Windows,C#,Java,ASP.NET,,GitHub;Google Suite;Microsoft Team
2021/03/11 11:58:32 a. m. GMT-3,Remoto,Ambas,Dev back-end;Dev mobile;Aps de escritorio o empresariales,,Sí,10-14,10-14,18-19,Ed. Universitaria,Ing. Informática,CRITICO,HOMBRE,30-34,21.000.000 a 24.000.000 Gs.,JavaScript;Python;Ruby;Java;Kotlin;C;HTML/CSS;SQL;Swift;Objective-C,Angular;Angular.js;JQuery;Spring;Django;Ruby on Rails,Cordova,MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle;Firebase,Microsoft Windows;MacOS;Docker;Android;iOS,Java,Ruby,,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Team;Trello
2021/03/11 12:14:04 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,,Sí,10-14,10-14,12-13,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Oracle form,Angular.js;JQuery;ASP.NET;ASP.NET Core;Spring,Node.js;.NET;NET Core,PostgreSQL;Microsoft SQL Server;SQLite;Oracle;IBM DB2,GNU/Linux;Microsoft Windows;AWS;WordPress,Java,JavaScript,Spring,JQuery,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Team;Trello;Discord
2021/03/11 12:43:36 p. m. GMT-3,Hibrído,Ambas,Dev back-end;Project Lead,,Sí,10-14,10-14,14-15,Ed. Universitaria;Master;Autodidacta,Ing. Informática,MUY,HOMBRE,30-34,12.000.000 a 15.000.000 Gs.,Java,Spring,,MySQL;PostgreSQL;Microsoft SQL Server;Oracle,Microsoft Windows;MacOS;Docker;AWS;Heroku,Java,PHP,Spring,React.js,GitHub;Slack;GitLab;Google Suite;Confluence;Microsoft Team;Trello
2021/03/11 12:48:14 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Aps de escritorio o empresariales,,Sí,5-9,5-9,<10,Ed. Universitaria,Programación;Ing. Informática,BASTANTE,HOMBRE,25-29,7.000.000 a 9.000.000 Gs.,Java;Kotlin;HTML/CSS;SQL;Oracle form,React.js;JQuery;Spring,React Native,PostgreSQL;Oracle,GNU/Linux;Microsoft Windows,Java,PHP,Spring,ASP.NET Core,GitHub;Slack;GitLab;Jira;Google Suite;Confluence
2021/03/11 2:03:49 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Dev mobile;DB Admin;Project Lead,Sys Admin,Sí,25-29,20-24,26-27,Ed. Universitaria,Programación;Análisis de Sistemas;Ing. Informática,CRITICO,HOMBRE,50-54,21.000.000 a 24.000.000 Gs.,JavaScript;PHP;Java;HTML/CSS;SQL;Objective-C;Fox Pro,React.js;JQuery,Node.js;React Native;Cordova;Unreal Engine,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Oracle;Firebase,Microsoft Windows;MacOS;AWS;Android;iOS,Java,PHP,React.js,CakePHP,GitHub;Slack;GitLab;Google Suite;Microsoft Team;Trello
2021/03/12 7:48:04 a. m. GMT-3,Ninguna,Ambas,Aps de escritorio o empresariales,Sys Admin,No,5-9,5-9,<10,Ed. Universitaria,Otras Ing.,MUY,HOMBRE,20-24,3.500.000 a 5.000.000 Gs.,Java;HTML/CSS;SQL,,,MySQL;PostgreSQL;SQLite,GNU/Linux;Microsoft Windows;Android;Arduino,Java,,,,Google Suite
2021/03/12 4:03:41 p. m. GMT-3,Ninguna,Nacional (Paraguay),Dev back-end;Aps de escritorio o empresariales,,No,<5,<5,<10,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,15-19,< 2.192.839 Gs.,Python;Java;SQL;Assembly,,,SQLite,Microsoft Windows,Java,,,,GitHub;Google Suite;Microsoft Team;Discord
2021/03/13 12:46:13 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Dev mobile;Aps de escritorio o empresariales;DB Admin,Sys Admin,Sí,10-14,10-14,20-21,Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,35-39,7.000.000 a 9.000.000 Gs.,JavaScript;TypeScript;PHP;Java;SQL;Oracle form;Genexus,Angular;Angular.js;JQuery,Node.js;Cordova,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle;Firebase,Microsoft Windows;Android,PHP,Ruby,Angular,Ruby on Rails,
2021/03/13 1:06:28 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;DB Admin,Sys Admin;Data Scientist ML Specialist;Inv. Cientifico,No,5-9,5-9,10-11,Master,Ing. Informática,CRITICO,HOMBRE,25-29,2.192.839 gs a 3.500.000 Gs.,JavaScript;PHP;Python;Java;Kotlin;C;HTML/CSS;SQL;R;VBA;Fox Pro,React.js;Angular.js;JQuery;Spring;Django;Laravel;CodeIgniter,Node.js;Pandas;TensorFlow,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB,GNU/Linux;Microsoft Windows;Android,Python,Assembly,Angular.js,CakePHP,GitHub;Google Suite;Discord
2021/03/13 1:11:25 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;DB Admin,,Sí,5-9,5-9,20-21,Ed. Universitaria,Ing. Informática,BASTANTE,MUJER,30-34,3.500.000 a 5.000.000 Gs.,,,,Microsoft SQL Server,Microsoft Windows,,,,,Jira
2021/03/13 1:39:09 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack,Sys Admin,Sí,15-19,15-19,16-17,Ed. Universitaria,Análisis de Sistemas,BASTANTE,HOMBRE,40-44,7.000.000 a 9.000.000 Gs.,JavaScript;PHP;Java;HTML/CSS;SQL;Bash/Shell/PowerShell,JQuery,,MySQL;MariaDB;PostgreSQL;SQLite;Oracle,GNU/Linux;Microsoft Windows;MacOS;Docker;Raspberry Pi,Java,,,,GitHub;GitLab
2021/03/13 1:43:56 p. m. GMT-3,Ninguna,Ambas,Dev front-end,Diseñador,No,<5,<5,<10,Ed. Secundaria,Otras,BASTANTE,HOMBRE,15-19,< 2.192.839 Gs.,JavaScript;Python;Java;HTML/CSS,React.js;Angular;Angular.js,,MySQL,Microsoft Windows,Python,C++,Angular,Django,GitHub;Discord
2021/03/13 2:09:59 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Dev mobile,,Sí,5-9,<5,<10,Ed. Secundaria;Autodidacta,Ninguna,+ || -,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;PHP;Python;C#;HTML/CSS;SQL,React.js;JQuery;ASP.NET;Express;Django;Laravel;CakePHP,Node.js;.NET;React Native,MySQL;PostgreSQL,GNU/Linux;Microsoft Windows;Android,JavaScript,Java,React.js,Django,GitHub;GitLab;Jira;Google Suite;Confluence;Microsoft Team;Trello
2021/03/13 2:38:03 p. m. GMT-3,Hibrído,Nacional (Paraguay),Aps de escritorio o empresariales,,Sí,15-19,25-29,>30,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,40-44,7.000.000 a 9.000.000 Gs.,SQL;Oracle form,,,MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle,GNU/Linux;Microsoft Windows;Android,PHP,Python,JQuery,Spring,GitHub;Slack;GitLab;Google Suite;Trello
2021/03/13 2:52:06 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;QA o testing;DB Admin;Project Lead,Data Scientist ML Specialist;Diseñador,Sí,25-29,25-29,24-25,Ed. Universitaria;Master;Autodidacta,Programación;Análisis de Sistemas;Diseño Gráfico,MUY,HOMBRE,50-54,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Java;C;C++;HTML/CSS;SQL;Assembly,React.js;Angular;Angular.js;JQuery;Spring,Node.js;.NET,MySQL;MariaDB;PostgreSQL;SQLite;Redis;Oracle,GNU/Linux;Microsoft Windows;MacOS;Docker;Android;Kubernetes,Java,JavaScript,Spring,JQuery,GitHub;Slack;GitLab;Google Suite;Discord
2021/03/13 3:25:19 p. m. GMT-3,Remoto,Nacional (Paraguay),Aps de escritorio o empresariales,,Sí,5-9,5-9,16-17,Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,25-29,3.500.000 a 5.000.000 Gs.,JavaScript;HTML/CSS;SQL;Fox Pro,Angular.js;JQuery;Vue.js,Node.js,PostgreSQL;Microsoft SQL Server;IBM DB2,GNU/Linux;Microsoft Windows,SQL,Java,Angular.js,Angular.js,Slack;Google Suite
2021/03/13 5:43:07 p. m. GMT-3,Hibrído,Ambas,Aps de escritorio o empresariales;DB Admin,Diseñador;Educador,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Programación;Análisis de Sistemas;Ing. Informática;Otras,CRITICO,HOMBRE,20-24,2.192.839 Gs.,JavaScript;PHP;Python;Ruby;C#;C++;HTML/CSS;SQL,React.js;Angular;JQuery;Laravel;Ruby on Rails,Node.js;.NET;React Native;Flutter,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite,GNU/Linux;Microsoft Windows;MacOS;AWS;Android;Raspberry Pi;Microsoft Azure;WordPress;Google Cloud Platform;iOS;Arduino,Python,JavaScript,React.js,Spring,GitHub;GitLab;Google Suite;Microsoft Team;Microsoft Azure
2021/03/13 7:20:41 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Aps de escritorio o empresariales,Diseñador,Sí,5-9,5-9,10-11,Ed. Universitaria,Programación;Análisis de Sistemas;Otras,MUY,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;C;C#;HTML/CSS;SQL,ASP.NET;ASP.NET Core,Node.js;.NET;NET Core,PostgreSQL;Microsoft SQL Server;Oracle,Microsoft Windows,C#,Spring,ASP.NET,Spring,GitHub;GitLab;Microsoft Team;Trello
2021/03/13 8:54:53 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,Inv. Cientifico,Sí,10-14,15-19,18-19,Ed. Universitaria;Master,Ing. Informática,BASTANTE,HOMBRE,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;PHP;Python;Ruby;Java;Go;SQL;Bash/Shell/PowerShell;Swift;Objective-C;Scala,React.js;Angular;Angular.js;JQuery;Spring;Django;Ruby on Rails,Node.js;Flutter;Hadoop,MySQL;PostgreSQL;Microsoft SQL Server;MongoDB;Redis;Oracle;Cassandra;IBM DB2;Elasticsearch,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;iOS;Kubernetes,Java,,Angular,,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Trello
2021/03/13 9:24:18 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev de sistemas embebidos;Aps de escritorio o empresariales;QA o testing;DB Admin;Project Lead,Sys Admin;Data Scientist ML Specialist;Inv. Cientifico;Diseñador,Sí,30-34,30-34,28-29,Master,Programación;Análisis de Sistemas,MUY,HOMBRE,55-59,< 2.192.839 Gs.,JavaScript;C;Go;HTML/CSS;SQL;Oracle form;Genexus;Fox Pro;COBOL,,Node.js;.NET,MySQL;PostgreSQL;Microsoft SQL Server;Oracle;IBM DB2,GNU/Linux;Microsoft Windows,COBOL,Java,React.js,ASP.NET,GitHub;GitLab;Jira;Google Suite;Microsoft Team;Trello
2021/03/13 9:39:53 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Aps de escritorio o empresariales;DB Admin,,Sí,5-9,5-9,16-17,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Programación;Análisis de Sistemas,MUY,HOMBRE,25-29,3.500.000 a 5.000.000 Gs.,JavaScript;TypeScript;Java;HTML/CSS;SQL,Angular;Angular.js;JQuery;Spring,Node.js,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server,Microsoft Windows,Java,Fox Pro,Spring,ASP.NET,GitLab;Trello
2021/03/13 10:52:50 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;DB Admin,Sys Admin,Sí,<5,<5,10-11,Ed. Universitaria,Análisis de Sistemas,BASTANTE,MUJER,35-39,5.000.000 a 7.000.000 Gs.,JavaScript;PHP;Java;HTML/CSS;SQL;Bash/Shell/PowerShell;VBA;Fox Pro;COBOL,Vue.js;CodeIgniter,React Native,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;Oracle,GNU/Linux;Microsoft Windows,PHP,Fox Pro,CodeIgniter,Express,GitLab;Microsoft Azure
2021/03/14 10:07:05 a. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack,,Sí,10-14,10-14,10-11,Ed. Universitaria,Programación;Análisis de Sistemas;Ing. Informática,BASTANTE,HOMBRE,40-44,12.000.000 a 15.000.000 Gs.,JavaScript;PHP;Python;Java;HTML/CSS;SQL,React.js;JQuery;Express;Flask;Laravel,Node.js,MySQL;MariaDB;PostgreSQL;SQLite;Oracle,GNU/Linux,PHP,,Flask,,GitHub;Jira;Google Suite;Trello
2021/03/14 11:03:08 a. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales,Sys Admin,Sí,5-9,<5,<10,Ed. Universitaria;Autodidacta,Análisis de Sistemas,+ || -,HOMBRE,40-44,3.500.000 a 5.000.000 Gs.,JavaScript;PHP;HTML/CSS,Laravel,.NET,MySQL,Microsoft Windows,SQL,COBOL,,ASP.NET,GitHub
2021/03/14 2:31:06 p. m. GMT-3,Presencial,Nacional (Paraguay),QA o testing,Sys Admin,Sí,<5,<5,10-11,Ed. Universitaria,Análisis de Sistemas,CRITICO,HOMBRE,35-39,2.192.839 gs a 3.500.000 Gs.,JavaScript;PHP;Python;Java;HTML/CSS;SQL;Genexus,React.js;Angular;Angular.js;JQuery;Django;Flask;Laravel,Node.js,MySQL;PostgreSQL;Oracle,GNU/Linux;Microsoft Windows;Android,HTML/CSS,SQL,Django,Angular.js,GitHub;Jira;Google Suite
2021/03/14 9:40:56 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev de sistemas embebidos;Aps de escritorio o empresariales,Diseñador,Sí,<5,<5,16-17,Ed. Universitaria,Ing. Electrónica,CRITICO,HOMBRE,30-34,3.500.000 a 5.000.000 Gs.,JavaScript;PHP;C#;HTML/CSS,JQuery;ASP.NET;ASP.NET Core;Laravel,.NET;NET Core,MySQL;MariaDB,Microsoft Windows,PHP,COBOL,Laravel,Gastby,GitHub;Slack;GitLab;Google Suite;Microsoft Team
