"Marca temporal","Modalidad","Trabajo","Tipo de trabajo","DevOps","Codificar por trabajo","Experiencia en TI","Experiencia en codificación ","Primera línea de código en una máquina","Educación","Carreras o especialidades","Importancia educación formal","Género","Edad actual ","Salario mensual","Programación, scripting y lenguajes de marcado","Librerías o web frameworks","Otras frameworks, librerías y herramientas","Base de datos","Plataformas","Lenguaje favorito","Lenguaje más odiado","Framework favorito","Framework más odiado","Herramientas"
"2021/03/04 1:43:15 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación básica;Educación secundaria","Ingeniero Informática","Muy importante","Mujer","30 a 34 años","Entre 5.000.000 a 7.000.000 gs","Genexus","","","PostgreSQL;Microsoft SQL Server;MongoDB;IBM DB2","Microsoft Windows","","","","","Jira;Microsoft Team"
"2021/03/04 3:08:31 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack","","Sí","15 a 19 años","15 a 19 años","14 a 15 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Análisis de sistemas","No importa, no es necesario","Mujer","30 a 34 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;PHP;Java;HTML/CSS;SQL;Bash/Shell/PowerShell;R","JQuery;Spring","Node.js","PostgreSQL;Oracle","GNU/Linux","SQL","Genexus","Spring","ASP.NET","GitHub;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Trello;Discord"
"2021/03/04 3:17:33 p. m. GMT-3","Remoto","Nacional (Paraguay)","Administrador de base de datos","","No","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","Python;C;C#;HTML/CSS;SQL;R","Django","","MySQL;PostgreSQL;Microsoft SQL Server;Oracle","GNU/Linux;Microsoft Windows;MacOS;Heroku","Python","Java","","","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure;Discord"
"2021/03/04 3:20:04 p. m. GMT-3","Remoto","Nacional (Paraguay)","Project Leader","Científico de datos o especialista Machine Learning","Sí","5 a 9 años","5 a 9 años","14 a 15 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Ingeniero Informática","Muy importante","Mujer","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;PHP;Python;Ruby;Java;C;C#;C++;Go;HTML/CSS;SQL;Bash/Shell/PowerShell;R;Scala;Oracle form;Genexus","JQuery;Django;Flask;Ruby on Rails","Node.js;.NET;Pandas;Hadoop","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle;Cassandra;IBM DB2","GNU/Linux;Microsoft Windows;Docker;AWS","SQL","PHP","Django","","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/04 3:24:08 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack;Aplicaciones de escritorio o empresariales","","Sí","5 a 9 años","10 a 14 años","18 a 19 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","25 a 29 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;Python;Java;HTML/CSS;SQL;Oracle form","React.js;JQuery;Django;Flask","Node.js;Pandas","MySQL;MariaDB;PostgreSQL;SQLite;Oracle","GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Raspberry Pi","Python","Java","Django","Spring","GitHub;Slack;GitLab;Microsoft Team"
"2021/03/04 3:31:23 p. m. GMT-3","Remoto","Ambas","Desarrollador full-stack;Project Leader","","Sí","10 a 14 años","10 a 14 años","14 a 15 años","Educación universitaria","Programación;Análisis de sistemas;Otras","Más o menos importante","Hombre","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;PHP;HTML/CSS;SQL","React.js;JQuery;Vue.js;Laravel","","MySQL;PostgreSQL;MongoDB","GNU/Linux;MacOS;Docker;AWS;Android","PHP","Java","Laravel","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Trello"
"2021/03/04 3:33:07 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador front-end;QA o testing","","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","30 a 34 años","Entre 12.000.000 a 15.000.000 gs","JavaScript;Java;HTML/CSS;Swift","Angular;Spring","","MySQL;Microsoft SQL Server;Oracle","Microsoft Windows;MacOS","Swift","","Angular","","GitHub;GitLab"
"2021/03/04 3:33:08 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack;Aplicaciones de escritorio o empresariales","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Análisis de sistemas","Más o menos importante","Hombre","20 a 24 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;TypeScript;PHP;Python;Ruby;Java;HTML/CSS;SQL","Angular;JQuery;Vue.js;Spring;Laravel;Ruby on Rails","","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite","GNU/Linux;Microsoft Windows;Docker;WordPress;Arduino","JavaScript","Fox Pro","Laravel","Spring","GitHub;Slack;Google Suite (Docs, Meet, etc);Microsoft Team;Trello;Discord"
"2021/03/04 3:33:21 p. m. GMT-3","Remoto","Internacional","Desarrollador back-end;Desarrollador mobile","","Sí","10 a 14 años","10 a 14 años","14 a 15 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Ingeniero Informática","No importa, no es necesario","Hombre","30 a 34 años","Más de 27.000.000 gs","JavaScript;PHP;Python;HTML/CSS;SQL;Swift;Objective-C","JQuery;Laravel","Node.js;TensorFlow","MySQL;PostgreSQL","GNU/Linux;Microsoft Windows;MacOS;WordPress;iOS","PHP","Java","Laravel","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Trello"
"2021/03/04 3:44:26 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador full-stack;Project Leader","","Sí","10 a 14 años","5 a 9 años","20 a 21 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","35 a 39 años","Entre 12.000.000 a 15.000.000 gs","Python;Java","Spring","","PostgreSQL;Oracle","GNU/Linux;MacOS;Docker","Java","Genexus","Spring","Ruby on Rails","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello"
"2021/03/04 3:47:05 p. m. GMT-3","Remoto","Internacional","Desarrollador back-end;Desarrollador front-end","","Sí","5 a 9 años","5 a 9 años","18 a 19 años","Educación básica;Educación secundaria;Educación universitaria","Programación;Ingeniero Informática","Bastante importante","Mujer","30 a 34 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;TypeScript;Python;Java;C;HTML/CSS;SQL;Bash/Shell/PowerShell","Angular;Angular.js;JQuery;Spring;Django;Flask","Node.js","MySQL;PostgreSQL;Microsoft SQL Server;MongoDB;Redis;Oracle","GNU/Linux;Microsoft Windows","Java","","Spring","","GitHub;Slack;GitLab;Jira;Confluence;Discord"
"2021/03/04 4:01:44 p. m. GMT-3","Presencial","Nacional (Paraguay)","Aplicaciones de escritorio o empresariales","","Sí","5 a 9 años","5 a 9 años","12 a 13 años","Educación universitaria","Análisis de sistemas","Más o menos importante","Hombre","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;TypeScript;PHP;Python;Java;C;HTML/CSS;SQL;Swift","Spring;Flask;Laravel","Cordova","MySQL;PostgreSQL;SQLite","GNU/Linux;Microsoft Windows;Android","Java","","","","GitHub;Slack;GitLab;Microsoft Team;Trello"
"2021/03/04 4:07:03 p. m. GMT-3","Remoto","Nacional (Paraguay)","Project Leader","Administrador de sistemas","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Bastante importante","Mujer","30 a 34 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;Ruby;HTML/CSS;SQL","Ruby on Rails","","PostgreSQL;SQLite;Oracle","GNU/Linux;Microsoft Windows","Ruby","Java","Ruby on Rails","","Slack;Microsoft Team"
"2021/03/04 4:10:14 p. m. GMT-3","Remoto","Ambas","Desarrollador front-end;QA o testing","","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Mujer","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;PHP;Ruby;HTML/CSS;SQL","JQuery;Laravel;Ruby on Rails","","MySQL;PostgreSQL","Microsoft Windows;Heroku","Otro","Assembly","Ruby on Rails","","GitHub;Slack;GitLab;Jira;Confluence"
"2021/03/04 4:13:04 p. m. GMT-3","Remoto","Nacional (Paraguay)","Project Leader","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Más o menos importante","Hombre","25 a 29 años","Entre 9.000.000 a 12.000.000 gs","C#;SQL","",".NET","Microsoft SQL Server;Oracle","Microsoft Windows","C#","","ASP.NET Core","","Microsoft Team"
"2021/03/04 4:24:28 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Bastante importante","Hombre","20 a 24 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;TypeScript;Go","React.js;Angular;Express","Node.js;React Native;Cordova","MySQL;MariaDB;PostgreSQL;Redis;Firebase","GNU/Linux;Microsoft Windows;Docker;AWS","TypeScript","Assembly","Express","ASP.NET Core","GitHub;Slack;Jira;Discord"
"2021/03/04 4:24:29 p. m. GMT-3","Remoto","Ambas","Desarrollador full-stack;Desarrollador mobile","","Sí","10 a 14 años","10 a 14 años","10 a 11 años","Educación básica;Educación secundaria;Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","35 a 39 años","Entre 15.000.000 a 18.000.000 gs","JavaScript;PHP;HTML/CSS;SQL","React.js;JQuery;Laravel","Node.js;React Native","MySQL;MariaDB","GNU/Linux;Microsoft Windows;AWS","JavaScript","Swift","React.js","Spring","GitHub;Google Suite (Docs, Meet, etc);Discord"
"2021/03/04 4:41:48 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador front-end","Educador","Sí","Menos de 5 años","Menos de 5 años","14 a 15 años","Educación universitaria;Autodidacta","Ingeniero Informática","Muy importante","Mujer","30 a 34 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;PHP;Ruby;Java;C;Go;HTML/CSS;SQL;Bash/Shell/PowerShell;Genexus","React.js;Django;Gatsby","","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;Oracle","GNU/Linux;Microsoft Windows;Docker;AWS;WordPress;Arduino","Python","PHP","Django","ASP.NET","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Facebook Workplace"
"2021/03/04 4:45:21 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack","Educador","Sí","15 a 19 años","15 a 19 años","16 a 17 años","Master","Ingeniero Informática","Muy importante","Hombre","30 a 34 años","Entre 12.000.000 a 15.000.000 gs","JavaScript;PHP;Python;Ruby;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift;R;Objective-C;Perl;Oracle form;Genexus","React.js;JQuery;ASP.NET;ASP.NET Core;Vue.js;Spring;Laravel;Symfony;CodeIgniter;Ruby on Rails","Node.js;.NET;NET Core;TensorFlow;Keras","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Oracle","GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Google Cloud Platform;Kubernetes","Java","C","Spring","Ruby on Rails","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/04 4:54:15 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador de sistemas embebidos","","Sí","5 a 9 años","5 a 9 años","10 a 11 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Programación;Análisis de sistemas","Muy importante","Mujer","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;Python;Java;C;HTML/CSS;SQL;Genexus","React.js;JQuery;Django;Flask","Node.js;Pandas;TensorFlow","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle","GNU/Linux;Microsoft Windows","Python","","Django","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Trello;Discord"
"2021/03/04 4:54:23 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador front-end","","Sí","5 a 9 años","5 a 9 años","16 a 17 años","Autodidacta","Programación","Bastante importante","Hombre","20 a 24 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;HTML/CSS","React.js;Gatsby","","MongoDB;Firebase","GNU/Linux","JavaScript","PHP","React.js","Laravel","GitHub;Slack;Discord"
"2021/03/04 5:01:50 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end","","Sí","5 a 9 años","5 a 9 años","14 a 15 años","Educación secundaria;Autodidacta","Programación;Ingeniero Informática","No importa, no es necesario","Hombre","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;Python;Java;C;SQL;Bash/Shell/PowerShell","Spring;Django","Node.js","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite","GNU/Linux;Microsoft Windows;AWS","Otro","C++","Django","Angular.js","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello;Discord"
"2021/03/04 5:23:08 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack;Desarrollador mobile;Aplicaciones de escritorio o empresariales;Administrador de base de datos","Administrador de sistemas","Sí","5 a 9 años","5 a 9 años","14 a 15 años","Educación secundaria","Ninguna","Más o menos importante","Hombre","20 a 24 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;TypeScript;PHP;Java;C++;HTML/CSS;SQL;Objective-C;Fox Pro","ASP.NET;Vue.js","Node.js","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows;AWS;Android;iOS;Arduino","SQL","Java","Vue.js","","GitHub;Microsoft Team;Trello"
"2021/03/04 6:02:37 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador mobile","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Análisis de sistemas","Más o menos importante","Hombre","30 a 34 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;PHP;Python;Java;C++;HTML/CSS;SQL","React.js;Angular;JQuery;Express;Django;Flask;Symfony","Node.js;React Native;Unreal Engine","MySQL;MariaDB;MongoDB;Firebase","GNU/Linux;Microsoft Windows;MacOS;Raspberry Pi;iOS;Heroku;Arduino","Python","Java","React.js","Angular","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Microsoft Azure;Trello;Discord"
"2021/03/04 6:13:58 p. m. GMT-3","Hibrído","Ambas","Desarrollador full-stack;Desarrollador mobile;Administrador de base de datos","","Sí","5 a 9 años","5 a 9 años","18 a 19 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Programación;Ingeniero Informática","No importa, no es necesario","Hombre","25 a 29 años","Entre 12.000.000 a 15.000.000 gs","JavaScript;TypeScript;PHP;Python;Java;SQL;Oracle form","React.js;JQuery;Vue.js;Spring;Django;Laravel","Node.js;React Native","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Redis;Oracle;Firebase","GNU/Linux;Docker;AWS;Android;Heroku","JavaScript","C","Laravel","JQuery","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello"
"2021/03/04 6:44:17 p. m. GMT-3","Hibrído","Ambas","Desarrollador back-end;Desarrollador full-stack","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria;Master","Análisis de sistemas;Ingeniero Informática","Más o menos importante","Hombre","25 a 29 años","Entre 15.000.000 a 18.000.000 gs","JavaScript;PHP;HTML/CSS;SQL;Bash/Shell/PowerShell;Dart","JQuery;Laravel;CakePHP","Flutter","MySQL;MariaDB;PostgreSQL;SQLite","GNU/Linux;Microsoft Windows;Docker;AWS","PHP","","Laravel","Angular","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Trello;Discord"
"2021/03/04 6:46:37 p. m. GMT-3","Remoto","Internacional","Desarrollador full-stack","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria","Otras ingenerías","Bastante importante","Hombre","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;TypeScript;Python;Java;HTML/CSS;SQL","React.js;JQuery;Flask","","PostgreSQL","GNU/Linux;MacOS","TypeScript","PHP","React.js","Ruby on Rails","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Trello;Discord"
"2021/03/04 7:30:58 p. m. GMT-3","Remoto","Ambas","Project Leader","","Sí","10 a 14 años","5 a 9 años","18 a 19 años","Educación básica;Educación secundaria;Educación universitaria;Master","Ingeniero Informática","Bastante importante","Hombre","30 a 34 años","Más de 27.000.000 gs","JavaScript;PHP;Python;Java;C#;C++;HTML/CSS;SQL;Assembly","React.js;Angular.js;JQuery;Django;Flask;Symfony","Node.js;.NET;React Native;Flutter;Xamarin","MySQL;PostgreSQL;SQLite;MongoDB;Redis;Oracle","GNU/Linux;Microsoft Windows;Docker;Android;Raspberry Pi;Google Cloud Platform;Kubernetes;Arduino","Java","PHP","React.js","Laravel","Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello;Discord"
"2021/03/04 7:33:09 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","20 a 24 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;TypeScript;Python;Java;Go;HTML/CSS;SQL;Bash/Shell/PowerShell","React.js;Express;Spring;Django","Node.js;Ansible","MySQL;PostgreSQL;Oracle;Firebase;DynamoDB","GNU/Linux;Docker;AWS;Kubernetes","Go","PHP","React.js","Angular","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Trello"
"2021/03/04 7:39:15 p. m. GMT-3","Remoto","Internacional","Desarrollador mobile","","Sí","5 a 9 años","5 a 9 años","10 a 11 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","25 a 29 años","Entre 24.000.000 a 27.000.000 gs","JavaScript;TypeScript;Python;Java;Kotlin;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift;R","React.js;Express;Vue.js;Spring;Django","Node.js;Pandas;TensorFlow;React Native;Keras;Torch/PyTorch","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Redis;Firebase","GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Microsoft Azure;iOS","Kotlin","PHP","Express","Ruby on Rails","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Trello"
"2021/03/04 7:46:07 p. m. GMT-3","Remoto","Internacional","Desarrollador mobile","","Sí","5 a 9 años","5 a 9 años","10 a 11 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","25 a 29 años","Entre 24.000.000 a 27.000.000 gs","JavaScript;TypeScript;Python;Java;Kotlin;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift;R","React.js;Express;Vue.js;Spring;Django","Node.js;Pandas;TensorFlow;React Native;Keras;Torch/PyTorch","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Redis;Firebase","GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Microsoft Azure;iOS","Kotlin","PHP","Express","Ruby on Rails","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Trello"
"2021/03/04 7:57:31 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador de sistemas embebidos;Administrador de base de datos","Administrador de sistemas","Sí","5 a 9 años","Menos de 5 años","14 a 15 años","Educación universitaria","Programación","Bastante importante","Hombre","25 a 29 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;TypeScript;Python;HTML/CSS;SQL;Rust","React.js;Angular;Angular.js;Vue.js;Django;Flask","Flutter","PostgreSQL;SQLite;MongoDB;Redis","GNU/Linux;Microsoft Windows;Docker;AWS;Android;Raspberry Pi;Kubernetes","Python","Java","Django","JQuery","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Discord"
