,marca_temp,1_ocupacion,2_relacion_contractual,3_mercado_de_trabajo,4_rubro_de_trabajo,5_ROL_de_trabajo,6_años_de_experiencia,7) Nivel de seniority que Ud. considera que posee:,"8) Nivel de seniority que le asignan en su trabajo actual (aunque no sea en forma explícita, si puede inferir igual indique):",9_nivel_educativo,10_lugar_educativo,11_ingreso_mensual_en_dolares,12_beneficios_percibidos,13_remuneracion_vs_compañeros,14_habilidades_tecnicas,15_estimacion_de_vacancias,16_politicas_de_retencion_capacitacion,17_1_factores_opciones_lab,18_2_factores_opciones_lab,19_tuvo_entrev_inter,20_freq_ofert_laboral,21_mayor_dif_x_emp_internacionales,22_percep_señority,23_perf_mas_req,24_educacion_formal_internacionales,25_mayor_desafio_exterior,26_ingles_nivel_min
178,2022-09-15 19:40:24.530,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),Servicios de TI,"DevOps (solo devops, sin architectura e infra, onprem o cloud)",10.0,Semi-senior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1501 - 2000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Igual,DevOps en ambiente cloud,11 - 20,Sí,Espacio para crecimiento profesional,Modalidad de trabajo remota o híbrida,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
179,2022-09-15 19:40:48.874,fulltime,indef_sin_contrato,emp_local_cli_local,dev. productos propios,dev / software eng,6.0,Mid-level o Associate,Junior,Pre-grado (inicié la universidad pero no obtuve el título aún),Otra universidad pública del Paraguay,menor a 1000,"Seguro médico, Vacaciones pagas",No trabajo para el exterior,Administración de servidores y/o infraestructura on premises,menos de 5,No,Oportunidad de aprendizaje,Oportunidad de crecimiento económico,Sí,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
180,2022-09-15 19:44:17.772,parttime,r_dependencia,emp_local_cli_local,Sector financiero,Comercial / Business Development,hasta 2,Entry level,Entry level,Bachillerato,No aplica (para nivel bachiller),menor a 1000,13er salario o aguinaldo,Menor,No estoy directamente relacionado con tecnologías y herramientas,11 - 20,Sí,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,No,3 a 5 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.",No he participado en procesos de selección para el exterior,El idioma,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
181,2022-09-15 20:01:10.297,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,6.0,Semi-senior,Senior,Grado,Universidad Nacional de Asunción,4001 - 5000,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Igual,Backend Python + Elixir ,menos de 5,Sí,Ambiente laboral,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.",Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
182,2022-09-15 20:06:42.608,freelance,contrato_temporal,emp_ext_cli_ext (puede tener también clientes en PY),Soporte técnico ,Encargado de infraestructura cloud / Cloud Architect (puede incluir DevOps),11 - 15,Semi-senior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Administración de servidores y/o infraestructura en ambiente cloud,5 - 10,Sí,Remuneración económica,Modalidad de trabajo remota o híbrida,Sí,No más de 2 al año,El conocimiento de tecnologías o metodologías específicas,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
183,2022-09-15 20:10:23.426,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,3.0,Semi-senior,Semi-senior,Grado,Otra universidad pública del Paraguay,2001 - 2500,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Desarrollo backend con NodeJS,31 - 100,Sí,Remuneración económica,Oportunidad de crecimiento económico,Sí,Más de 10 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",Las diferencias culturales y las habilidades blandas que se esperan de mí,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
184,2022-09-15 20:11:59.471,fulltime,contrato_temporal,emp_local_cli_local,ONG,Admin. / Gerencial,7.0,Senior,Senior,Grado,Universidad Nacional de Asunción,1501 - 2000,"Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo web con php (backend y/o frontend),menos de 5,No,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
185,2022-09-15 20:17:05.685,fulltime,indef_sin_contrato,emp_local_cli_local,Salud,dev / software eng,6.0,Semi-senior,Senior,Grado,Universidad privada del Paraguay,menor a 1000,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",Menor,Desarrollo backend con NodeJS,5 - 10,No,Modalidad de trabajo remota o híbrida,Ambiente laboral,Sí,6 a 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
186,2022-09-15 20:19:28.812,fulltime,r_dependencia,emp_local_cli_local,Sector financiero,Team Lead,11 - 15,Senior,Principal,Grado,Universidad Nacional de Asunción,2001 - 2500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros), Gourmet o colacion",No trabajo para el exterior,Desarrollo entorno oracle,menos de 5,No,Espacio para crecimiento profesional,Flexibilidad horaria,Sí,6 a 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
187,2022-09-15 20:34:19.974,fulltime,contrato_temporal,emp_local_cli_local,soft. factory / intermediaria,Data Scientist,hasta 2,Junior,Junior,Grado,Universidad Nacional de Asunción,menor a 1000,"Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,No estoy directamente relacionado con tecnologías y herramientas,no sé,Sí,Ambiente laboral,Modalidad de trabajo remota o híbrida,Sí,No más de 2 al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
188,2022-09-15 20:35:35.275,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),música ,dev / software eng,5.0,Semi-senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),No aplica (para nivel bachiller),1000 - 1500,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Desarrollo web con php (backend y/o frontend),menos de 5,No,Oportunidad de crecimiento económico,Modalidad de trabajo remota o híbrida,,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.",,,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
189,2022-09-15 20:37:56.673,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,6.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,3001 - 3500,"Vacaciones pagas, Trabajo remoto, Equipos de trabajo (laptop, otros)",Igual,.NET (web y/o desktop),no sé,Sí,Remuneración económica,Espacio para crecimiento profesional,Sí,6 a 10 veces al año,El conocimiento de tecnologías o metodologías específicas,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
190,2022-09-15 21:02:10.325,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,11 - 15,Senior,Senior,Grado,Universidad privada del Paraguay,más de 6000,Trabajo remoto,Igual,Backend Golang,no sé,Sí,Remuneración económica,Espacio para crecimiento profesional,Sí,No más de 2 al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
191,2022-09-15 21:02:26.554,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),Ecommerce,Analista de Sist. / Business Analyst,3.0,Mid-level o Associate,Junior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1501 - 2000,"Flexibilidad horaria, Trabajo remoto, Días libres",Menor,Administración de servidores y/o infraestructura en ambiente cloud,menos de 5,No,Remuneración económica,Espacio para crecimiento profesional,Sí,3 a 5 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
